NOMBRE,PRESENTACIÓN,MONODROGA,LABORATORIO,VADEMÉCUM,FCIAS. PROPIAS,FCIAS. CONVENIDAS,OBSERV
GLIOTEN,5 mg comp.x 60,enalapril,Bagó,CRONICOS,70%,70%,
GLIOTEN,10 mg comp.x 30,enalapril,Bagó,AMBULATORIO UNIFICADO,50%,40%,
GLIOTEN,10 mg comp.x 60,enalapril,Bagó,AMBULATORIO UNIFICADO,50%,40%,
GLIOTEN,2.5 mg comp.x 60,enalapril,Bagó,AMBULATORIO UNIFICADO,50%,40%,
GLIOTEN,20 mg comp.x 30,enalapril,Bagó,AMBULATORIO UNIFICADO,50%,40%,
GLIOTEN,20 mg comp.x 60,enalapril,Bagó,AMBULATORIO UNIFICADO,50%,40%,
GLIOTEN,5 mg comp.x 30,enalapril,Bagó,AMBULATORIO UNIFICADO,50%,40%,
GLIOTEN,5 mg comp.x 60,enalapril,Bagó,AMBULATORIO UNIFICADO,50%,40%,
GLIOTEN,10 mg comp.x 30,enalapril,Bagó,CRONICOS,70%,70%,
GLIOTEN,10 mg comp.x 60,enalapril,Bagó,CRONICOS,70%,70%,
GLIOTEN,2.5 mg comp.x 60,enalapril,Bagó,CRONICOS,70%,70%,
GLIOTEN,20 mg comp.x 30,enalapril,Bagó,CRONICOS,70%,70%,
GLIOTEN,20 mg comp.x 60,enalapril,Bagó,CRONICOS,70%,70%,
GLIOTEN,5 mg comp.x 30,enalapril,Bagó,CRONICOS,70%,70%,
GLIOTEN,5 mg comp.x 60,enalapril,Bagó,CRONICOS,70%,70%,
GLIOTENZIDE,10 mg comp.x 30,enalapril+hidroclorotiazida,Bagó,AMBULATORIO UNIFICADO,50%,40%,
GLIOTENZIDE,20 mg comp.x 30,enalapril+hidroclorotiazida,Bagó,AMBULATORIO UNIFICADO,50%,40%,
GLIOTENZIDE,10 mg comp.x 30,enalapril+hidroclorotiazida,Bagó,AMBULATORIO UNIFICADO,50%,40%,
GLIOTENZIDE,20 mg comp.x 30,enalapril+hidroclorotiazida,Bagó,AMBULATORIO UNIFICADO,50%,40%,
GLUCAL,20 mg comp.x 30,teneligliptina,Roemmers,DIABETES,100%,100%,
GLUCAL,20 mg comp.x 30,teneligliptina,Roemmers,DIABETES,100%,100%,
GLUCAMINOL FORTE,850 mg comp.x 30,metformina,Investi,AMBULATORIO UNIFICADO,50%,40%,
GLUCAMINOL FORTE,850 mg comp.x 60,metformina,Investi,AMBULATORIO UNIFICADO,50%,40%,
GLUCAMINOL FORTE,850 mg comp.x 30,metformina,Siegfried,CRONICOS,70%,70%,
GLUCAMINOL FORTE,850 mg comp.x 60,metformina,Siegfried,CRONICOS,70%,70%,
GLUCAMINOL FORTE,850 mg comp.x 30,metformina,Investi,DIABETES,100%,100%,
GLUCAMINOL FORTE,850 mg comp.x 60,metformina,Investi,DIABETES,100%,100%,
GLUCAMINOL FORTE,850 mg comp.x 30,metformina,Investi,AMBULATORIO UNIFICADO,50%,40%,
GLUCAMINOL FORTE,850 mg comp.x 60,metformina,Investi,AMBULATORIO UNIFICADO,50%,40%,
GLUCAMINOL FORTE,850 mg comp.x 30,metformina,Siegfried,CRONICOS,70%,70%,
GLUCAMINOL FORTE,850 mg comp.x 60,metformina,Siegfried,CRONICOS,70%,70%,
GLUCAMINOL FORTE,850 mg comp.x 30,metformina,Investi,DIABETES,100%,100%,
GLUCAMINOL FORTE,850 mg comp.x 60,metformina,Investi,DIABETES,100%,100%,
GLUCEMIX,50 mg comp.x 28,vildagliptin,Bagó,DIABETES,100%,100%,
GLUCEMIX,50 mg comp.x 56,vildagliptin,Bagó,DIABETES,100%,100%,
GLUCEMIX,50 mg comp.x 28,vildagliptin,Bagó,DIABETES,100%,100%,
GLUCEMIX,50 mg comp.x 56,vildagliptin,Bagó,DIABETES,100%,100%,
GLUCEMIX MET,50/1000 mg comp.rec.x 30,vildagliptin+metformina,Bagó,DIABETES,100%,100%,
GLUCEMIX MET,50/1000 mg comp.rec.x 60,vildagliptin+metformina,Bagó,DIABETES,100%,100%,
GLUCEMIX MET,50/500 mg comp.rec.x 30,vildagliptin+metformina,Bagó,DIABETES,100%,100%,
GLUCEMIX MET,50/500 mg comp.rec.x 60,vildagliptin+metformina,Bagó,DIABETES,100%,100%,
GLUCEMIX MET,50/850 mg comp.rec.x 30,vildagliptin+metformina,Bagó,DIABETES,100%,100%,
GLUCEMIX MET,50/850 mg comp.rec.x 60,vildagliptin+metformina,Bagó,DIABETES,100%,100%,
GLUCEMIX MET,50/1000 mg comp.rec.x 30,vildagliptin+metformina,Bagó,DIABETES,100%,100%,
GLUCEMIX MET,50/1000 mg comp.rec.x 60,vildagliptin+metformina,Bagó,DIABETES,100%,100%,
GLUCEMIX MET,50/500 mg comp.rec.x 30,vildagliptin+metformina,Bagó,DIABETES,100%,100%,
GLUCEMIX MET,50/500 mg comp.rec.x 60,vildagliptin+metformina,Bagó,DIABETES,100%,100%,
GLUCEMIX MET,50/850 mg comp.rec.x 30,vildagliptin+metformina,Bagó,DIABETES,100%,100%,
GLUCEMIX MET,50/850 mg comp.rec.x 60,vildagliptin+metformina,Bagó,DIABETES,100%,100%,
GLUCO ARRUMALON,1500 mg gran.sobres x 30,"glucosamina,potásica",Nova Argentia,AMBULATORIO COMPLEMENTARIO,45%,40%,
GLUCO ARRUMALON,1500 mg gran.sobres x 30,"glucosamina,potásica",Nova Argentia,AMBULATORIO COMPLEMENTARIO,45%,40%,
GLUCO ARRUMALON DUO,sob.x 30,"condroitín,sulfato+glucosamina",Siegfried,AMBULATORIO COMPLEMENTARIO,45%,40%,
GLUCO ARRUMALON DUO,sob.x 30,"condroitín,sulfato+glucosamina",Siegfried,AMBULATORIO COMPLEMENTARIO,45%,40%,
GLUCO-K,elixir x 150 ml,"potasio,gluconato",Lafedar,AMBULATORIO UNIFICADO,50%,40%,
GLUCO-K,elixir x 150 ml,"potasio,gluconato",Lafedar,AMBULATORIO UNIFICADO,50%,40%,
GLUCOGOOD,1000 mg comp.rec.x 60,metformina,Denver Farma,DIABETES,100%,100%,
GLUCOGOOD,850 mg comp.rec.x 30,metformina,Denver Farma,DIABETES,100%,100%,
GLUCOGOOD,850 mg comp.rec.x 60,metformina,Denver Farma,DIABETES,100%,100%,
GLUCOGOOD,1000 mg comp.rec.x 60,metformina,Denver Farma,DIABETES,100%,100%,
GLUCOGOOD,850 mg comp.rec.x 30,metformina,Denver Farma,DIABETES,100%,100%,
GLUCOGOOD,850 mg comp.rec.x 60,metformina,Denver Farma,DIABETES,100%,100%,
GLUCOPHAGE,1000 mg comp.x 30,metformina,Elea,AMBULATORIO UNIFICADO,50%,40%,
GLUCOPHAGE,1000 mg comp.x 60,metformina,Elea,AMBULATORIO UNIFICADO,50%,40%,
GLUCOPHAGE,500 mg comp.x 100,metformina,Elea,AMBULATORIO UNIFICADO,50%,40%,
GLUCOPHAGE,500 mg comp.x 30,metformina,Elea,AMBULATORIO UNIFICADO,50%,40%,
GLUCOPHAGE,1000 mg comp.x 30,metformina,Elea,CRONICOS,70%,70%,
GLUCOPHAGE,1000 mg comp.x 60,metformina,Elea,CRONICOS,70%,70%,
GLUCOPHAGE,500 mg comp.x 100,metformina,Elea,CRONICOS,70%,70%,
GLUCOPHAGE,500 mg comp.x 30,metformina,Elea,CRONICOS,70%,70%,
GLUCOPHAGE,1000 mg comp.x 30,metformina,Elea,DIABETES,100%,100%,
GLUCOPHAGE,1000 mg comp.x 60,metformina,Elea,DIABETES,100%,100%,
GLUCOPHAGE,500 mg comp.x 100,metformina,Elea,DIABETES,100%,100%,
GLUCOPHAGE,500 mg comp.x 30,metformina,Elea,DIABETES,100%,100%,
GLUCOPHAGE,850 mg comp.x 30,metformina,Elea,DIABETES,100%,100%,
GLUCOPHAGE,850 mg comp.x 60,metformina,Elea,DIABETES,100%,100%,
GLUCOPHAGE,850 mg comp.x 30,metformina,Elea,AMBULATORIO UNIFICADO,50%,40%,
GLUCOPHAGE,850 mg comp.x 60,metformina,Elea,AMBULATORIO UNIFICADO,50%,40%,
GLUCOPHAGE,850 mg comp.x 30,metformina,Elea,CRONICOS,70%,70%,
GLUCOPHAGE,850 mg comp.x 60,metformina,Elea,CRONICOS,70%,70%,
GLUCOPHAGE,1000 mg comp.x 30,metformina,Elea,AMBULATORIO UNIFICADO,50%,40%,
GLUCOPHAGE,1000 mg comp.x 60,metformina,Elea,AMBULATORIO UNIFICADO,50%,40%,
GLUCOPHAGE,500 mg comp.x 100,metformina,Elea,AMBULATORIO UNIFICADO,50%,40%,
GLUCOPHAGE,500 mg comp.x 30,metformina,Elea,AMBULATORIO UNIFICADO,50%,40%,
GLUCOPHAGE,1000 mg comp.x 30,metformina,Elea,CRONICOS,70%,70%,
GLUCOPHAGE,1000 mg comp.x 60,metformina,Elea,CRONICOS,70%,70%,
GLUCOPHAGE,500 mg comp.x 100,metformina,Elea,CRONICOS,70%,70%,
GLUCOPHAGE,500 mg comp.x 30,metformina,Elea,CRONICOS,70%,70%,
GLUCOPHAGE,1000 mg comp.x 30,metformina,Elea,DIABETES,100%,100%,
GLUCOPHAGE,1000 mg comp.x 60,metformina,Elea,DIABETES,100%,100%,
GLUCOPHAGE,500 mg comp.x 100,metformina,Elea,DIABETES,100%,100%,
GLUCOPHAGE,500 mg comp.x 30,metformina,Elea,DIABETES,100%,100%,
GLUCOPHAGE,850 mg comp.x 30,metformina,Elea,DIABETES,100%,100%,
GLUCOPHAGE,850 mg comp.x 60,metformina,Elea,DIABETES,100%,100%,
GLUCOPHAGE,850 mg comp.x 30,metformina,Elea,AMBULATORIO UNIFICADO,50%,40%,
GLUCOPHAGE,850 mg comp.x 60,metformina,Elea,AMBULATORIO UNIFICADO,50%,40%,
GLUCOPHAGE,850 mg comp.x 30,metformina,Elea,CRONICOS,70%,70%,
GLUCOPHAGE,850 mg comp.x 60,metformina,Elea,CRONICOS,70%,70%,
GLUCOPHAGE XR 1000,LP 1000 mg comp.x 30,metformina,Elea,AMBULATORIO UNIFICADO,50%,40%,
GLUCOPHAGE XR 1000,LP 1000 mg comp.x 60,metformina,Elea,AMBULATORIO UNIFICADO,50%,40%,
GLUCOPHAGE XR 1000,LP 1000 mg comp.x 30,metformina,Elea,CRONICOS,70%,70%,
GLUCOPHAGE XR 1000,LP 1000 mg comp.x 60,metformina,Elea,CRONICOS,70%,70%,
GLUCOPHAGE XR 1000,LP 1000 mg comp.x 30,metformina,Elea,DIABETES,100%,100%,
GLUCOPHAGE XR 1000,LP 1000 mg comp.x 60,metformina,Elea,DIABETES,100%,100%,
GLUCOPHAGE XR 1000,LP 1000 mg comp.x 30,metformina,Elea,AMBULATORIO UNIFICADO,50%,40%,
GLUCOPHAGE XR 1000,LP 1000 mg comp.x 60,metformina,Elea,AMBULATORIO UNIFICADO,50%,40%,
GLUCOPHAGE XR 1000,LP 1000 mg comp.x 30,metformina,Elea,CRONICOS,70%,70%,
GLUCOPHAGE XR 1000,LP 1000 mg comp.x 60,metformina,Elea,CRONICOS,70%,70%,
GLUCOPHAGE XR 1000,LP 1000 mg comp.x 30,metformina,Elea,DIABETES,100%,100%,
GLUCOPHAGE XR 1000,LP 1000 mg comp.x 60,metformina,Elea,DIABETES,100%,100%,
GLUCOPHAGE XR 500,LP 500 mg comp.x 30,metformina,Elea,AMBULATORIO UNIFICADO,50%,40%,
GLUCOPHAGE XR 500,LP 500 mg comp.x 60,metformina,Elea,AMBULATORIO UNIFICADO,50%,40%,
GLUCOPHAGE XR 500,LP 500 mg comp.x 30,metformina,Elea,CRONICOS,70%,70%,
GLUCOPHAGE XR 500,LP 500 mg comp.x 60,metformina,Elea,CRONICOS,70%,70%,
GLUCOPHAGE XR 500,LP 500 mg comp.x 30,metformina,Elea,DIABETES,100%,100%,
GLUCOPHAGE XR 500,LP 500 mg comp.x 60,metformina,Elea,DIABETES,100%,100%,
GLUCOPHAGE XR 500,LP 500 mg comp.x 30,metformina,Elea,AMBULATORIO UNIFICADO,50%,40%,
GLUCOPHAGE XR 500,LP 500 mg comp.x 60,metformina,Elea,AMBULATORIO UNIFICADO,50%,40%,
GLUCOPHAGE XR 500,LP 500 mg comp.x 30,metformina,Elea,CRONICOS,70%,70%,
GLUCOPHAGE XR 500,LP 500 mg comp.x 60,metformina,Elea,CRONICOS,70%,70%,
GLUCOPHAGE XR 500,LP 500 mg comp.x 30,metformina,Elea,DIABETES,100%,100%,
GLUCOPHAGE XR 500,LP 500 mg comp.x 60,metformina,Elea,DIABETES,100%,100%,
GLUCOPHAGE XR 750,LP 750 mg comp.x 30,metformina,Elea,AMBULATORIO UNIFICADO,50%,40%,
GLUCOPHAGE XR 750,LP 750 mg comp.x 60,metformina,Elea,AMBULATORIO UNIFICADO,50%,40%,
GLUCOPHAGE XR 750,LP 750 mg comp.x 30,metformina,Elea,CRONICOS,70%,70%,
GLUCOPHAGE XR 750,LP 750 mg comp.x 60,metformina,Elea,CRONICOS,70%,70%,
GLUCOPHAGE XR 750,LP 750 mg comp.x 30,metformina,Elea,DIABETES,100%,100%,
GLUCOPHAGE XR 750,LP 750 mg comp.x 60,metformina,Elea,DIABETES,100%,100%,
GLUCOPHAGE XR 750,LP 750 mg comp.x 30,metformina,Elea,AMBULATORIO UNIFICADO,50%,40%,
GLUCOPHAGE XR 750,LP 750 mg comp.x 60,metformina,Elea,AMBULATORIO UNIFICADO,50%,40%,
GLUCOPHAGE XR 750,LP 750 mg comp.x 30,metformina,Elea,CRONICOS,70%,70%,
GLUCOPHAGE XR 750,LP 750 mg comp.x 60,metformina,Elea,CRONICOS,70%,70%,
GLUCOPHAGE XR 750,LP 750 mg comp.x 30,metformina,Elea,DIABETES,100%,100%,
GLUCOPHAGE XR 750,LP 750 mg comp.x 60,metformina,Elea,DIABETES,100%,100%,
GLUCOPIRIDA,4 mg comp.x 30,glimepiride,Biotenk,DIABETES,100%,100%,
GLUCOPIRIDA,4 mg comp.x 30,glimepiride,Biotenk,DIABETES,100%,100%,
GLUKENIL,0.5 mg comp.x 30,repaglinida,Lazar,DIABETES,100%,100%,
GLUKENIL,1 mg comp.x 30,repaglinida,Lazar,DIABETES,100%,100%,
GLUKENIL,2 mg comp.x 30,repaglinida,Lazar,DIABETES,100%,100%,
GLUKENIL,0.5 mg comp.x 30,repaglinida,Lazar,DIABETES,100%,100%,
GLUKENIL,1 mg comp.x 30,repaglinida,Lazar,DIABETES,100%,100%,
GLUKENIL,2 mg comp.x 30,repaglinida,Lazar,DIABETES,100%,100%,
GLUMET,1000 mg comp.x 100,metformina,Lafedar,DIABETES,100%,100%,
GLUMET,1000 mg comp.x 30,metformina,Lafedar,DIABETES,100%,100%,
GLUMET,1000 mg comp.x 60,metformina,Lafedar,DIABETES,100%,100%,
GLUMET,500 mg comp.x 60,metformina,Lafedar,DIABETES,100%,100%,
GLUMET,850 mg comp.x 30,metformina,Lafedar,DIABETES,100%,100%,
GLUMET,850 mg comp.x 60,metformina,Lafedar,DIABETES,100%,100%,
GLUMET,1000 mg comp.x 100,metformina,Lafedar,DIABETES,100%,100%,
GLUMET,1000 mg comp.x 30,metformina,Lafedar,DIABETES,100%,100%,
GLUMET,1000 mg comp.x 60,metformina,Lafedar,DIABETES,100%,100%,
GLUMET,500 mg comp.x 60,metformina,Lafedar,DIABETES,100%,100%,
GLUMET,850 mg comp.x 30,metformina,Lafedar,DIABETES,100%,100%,
GLUMET,850 mg comp.x 60,metformina,Lafedar,DIABETES,100%,100%,
GLYXAMBI,5/10 mg comp.rec.x 30,linagliptina+empagliflozina,Boehringer Ingelheim,DIABETES,100%,100%,
GLYXAMBI,5/25 mg comp.rec.x 30,linagliptina+empagliflozina,Boehringer Ingelheim,DIABETES,100%,100%,
GLYXAMBI,5/10 mg comp.rec.x 30,linagliptina+empagliflozina,Boehringer Ingelheim,DIABETES,100%,100%,
GLYXAMBI,5/25 mg comp.rec.x 30,linagliptina+empagliflozina,Boehringer Ingelheim,DIABETES,100%,100%,
GOTABIOTIC,colirio x 5 ml,tobramicina,Poen,AMBULATORIO UNIFICADO,50%,40%,
GOTABIOTIC,gel oft.x 5 g,tobramicina,Poen,AMBULATORIO UNIFICADO,50%,40%,
GOTABIOTIC,colirio x 5 ml,tobramicina,Poen,AMBULATORIO UNIFICADO,50%,40%,
GOTABIOTIC,gel oft.x 5 g,tobramicina,Poen,AMBULATORIO UNIFICADO,50%,40%,
GOTABIOTIC D,colirio x 5 ml,tobramicina+dexametasona+asoc.,Poen,AMBULATORIO COMPLEMENTARIO,45%,40%,
GOTABIOTIC D,colirio x 5 ml,tobramicina+dexametasona+asoc.,Poen,AMBULATORIO COMPLEMENTARIO,45%,40%,
GOTABIOTIC F,colirio x 5 ml,tobramicina+dexametasona,Poen,AMBULATORIO UNIFICADO,50%,40%,
GOTABIOTIC F,ung.oft.x 3.5 g,tobramicina+dexametasona,Poen,AMBULATORIO UNIFICADO,50%,40%,
GOTABIOTIC F,colirio x 5 ml,tobramicina+dexametasona,Poen,AMBULATORIO UNIFICADO,50%,40%,
GOTABIOTIC F,ung.oft.x 3.5 g,tobramicina+dexametasona,Poen,AMBULATORIO UNIFICADO,50%,40%,
GOTINASAL,gts.x 30 ml,nafazolina,Omicron,AMBULATORIO UNIFICADO,50%,40%,
GOTINASAL,gts.x 30 ml,nafazolina,Omicron,AMBULATORIO UNIFICADO,50%,40%,
GRAMPENIL,300000 UI/5ml jbe.x120ml,fenoximetilpenicilina,Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
GRAMPENIL,300000 UI/5ml jbe.x180ml,fenoximetilpenicilina,Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
GRAMPENIL,300000 UI/5ml jbe.x120ml,fenoximetilpenicilina,Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
GRAMPENIL,300000 UI/5ml jbe.x180ml,fenoximetilpenicilina,Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
GRINSIL,500 mg comp.x 16,amoxicilina,Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
GRINSIL,500 mg comp.x 21,amoxicilina,Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
GRINSIL,500 mg comp.x 8,amoxicilina,Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
GRINSIL,500 mg susp.x 120 ml,amoxicilina,Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
GRINSIL,500 mg susp.x 90 ml,amoxicilina,Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
GRINSIL,500 mg susp.x 120 ml,amoxicilina,Siegfried,PMI HIJO,100%,100%,Previa Inscripción al Plan
GRINSIL,500 mg susp.x 90 ml,amoxicilina,Siegfried,PMI HIJO,100%,100%,Previa Inscripción al Plan
GRINSIL,500 mg comp.x 16,amoxicilina,Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
GRINSIL,500 mg comp.x 21,amoxicilina,Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
GRINSIL,500 mg comp.x 8,amoxicilina,Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
GRINSIL,500 mg susp.x 120 ml,amoxicilina,Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
GRINSIL,500 mg susp.x 90 ml,amoxicilina,Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
GRINSIL,500 mg susp.x 120 ml,amoxicilina,Siegfried,PMI HIJO,100%,100%,Previa Inscripción al Plan
GRINSIL,500 mg susp.x 90 ml,amoxicilina,Siegfried,PMI HIJO,100%,100%,Previa Inscripción al Plan
GRINSIL CLAV,500 mg comp.x 16,"amoxicilina+clavulánico,ác.",Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
GRINSIL CLAV,500 mg susp.x 90 ml,"amoxicilina+clavulánico,ác.",Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
GRINSIL CLAV,500 mg comp.x 16,"amoxicilina+clavulánico,ác.",Nova Argentia,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
GRINSIL CLAV,500 mg susp.x 90 ml,"amoxicilina+clavulánico,ác.",Siegfried,PMI HIJO,100%,100%,Previa Inscripción al Plan
GRINSIL CLAV,500 mg comp.x 16,"amoxicilina+clavulánico,ác.",Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
GRINSIL CLAV,500 mg susp.x 90 ml,"amoxicilina+clavulánico,ác.",Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
GRINSIL CLAV,500 mg comp.x 16,"amoxicilina+clavulánico,ác.",Nova Argentia,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
GRINSIL CLAV,500 mg susp.x 90 ml,"amoxicilina+clavulánico,ác.",Siegfried,PMI HIJO,100%,100%,Previa Inscripción al Plan
GRINSIL CLAV DUO,susp.x 140 ml,"amoxicilina+clavulánico,ác.",Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
GRINSIL CLAV DUO,susp.x 70 ml,"amoxicilina+clavulánico,ác.",Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
GRINSIL CLAV DUO,susp.x 140 ml,"amoxicilina+clavulánico,ác.",Siegfried,PMI HIJO,100%,100%,Previa Inscripción al Plan
GRINSIL CLAV DUO,susp.x 70 ml,"amoxicilina+clavulánico,ác.",Siegfried,PMI HIJO,100%,100%,Previa Inscripción al Plan
GRINSIL CLAV DUO,susp.x 140 ml,"amoxicilina+clavulánico,ác.",Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
GRINSIL CLAV DUO,susp.x 70 ml,"amoxicilina+clavulánico,ác.",Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
GRINSIL CLAV DUO,susp.x 140 ml,"amoxicilina+clavulánico,ác.",Siegfried,PMI HIJO,100%,100%,Previa Inscripción al Plan
GRINSIL CLAV DUO,susp.x 70 ml,"amoxicilina+clavulánico,ác.",Siegfried,PMI HIJO,100%,100%,Previa Inscripción al Plan
GRINSIL CLAV DUO 875,875 mg comp.x 14,"amoxicilina+clavulánico,ác.",Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
GRINSIL CLAV DUO 875,875 mg comp.x 14,"amoxicilina+clavulánico,ác.",Nova Argentia,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
GRINSIL CLAV DUO 875,875 mg comp.x 14,"amoxicilina+clavulánico,ác.",Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
GRINSIL CLAV DUO 875,875 mg comp.x 14,"amoxicilina+clavulánico,ác.",Nova Argentia,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
GRINSIL DUO,750 mg susp.x 120 ml,amoxicilina,Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
GRINSIL DUO,750 mg susp.x 70 ml,amoxicilina,Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
GRINSIL DUO,875 mg comp.x 14,amoxicilina,Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
GRINSIL DUO,750 mg susp.x 70 ml,amoxicilina,Siegfried,PMI HIJO,100%,100%,Previa Inscripción al Plan
GRINSIL DUO,750 mg susp.x 120 ml,amoxicilina,Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
GRINSIL DUO,750 mg susp.x 70 ml,amoxicilina,Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
GRINSIL DUO,875 mg comp.x 14,amoxicilina,Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
GRINSIL DUO,750 mg susp.x 70 ml,amoxicilina,Siegfried,PMI HIJO,100%,100%,Previa Inscripción al Plan
GROVEN,10 mg comp.x 30,aripiprazol,Investi,AMBULATORIO UNIFICADO,50%,40%,
GROVEN,15 mg comp.x 30,aripiprazol,Investi,AMBULATORIO UNIFICADO,50%,40%,
GROVEN,20 mg comp.x 15,aripiprazol,Investi,AMBULATORIO UNIFICADO,50%,40%,
GROVEN,10 mg comp.x 30,aripiprazol,Siegfried,CRONICOS,70%,70%,
GROVEN,15 mg comp.x 30,aripiprazol,Siegfried,CRONICOS,70%,70%,
GROVEN,20 mg comp.x 15,aripiprazol,Siegfried,CRONICOS,70%,70%,
GROVEN,10 mg comp.x 30,aripiprazol,Investi,AMBULATORIO UNIFICADO,50%,40%,
GROVEN,15 mg comp.x 30,aripiprazol,Investi,AMBULATORIO UNIFICADO,50%,40%,
GROVEN,20 mg comp.x 15,aripiprazol,Investi,AMBULATORIO UNIFICADO,50%,40%,
GROVEN,10 mg comp.x 30,aripiprazol,Siegfried,CRONICOS,70%,70%,
GROVEN,15 mg comp.x 30,aripiprazol,Siegfried,CRONICOS,70%,70%,
GROVEN,20 mg comp.x 15,aripiprazol,Siegfried,CRONICOS,70%,70%,
HALOPERIDOL DENVER FARMA DECANOATO,150 mg a.x 3 ml,haloperidol,Denver Farma,AMBULATORIO UNIFICADO,50%,40%,
HALOPERIDOL DENVER FARMA DECANOATO,150 mg a.x 3 ml,haloperidol,Denver Farma,CRONICOS,70%,70%,
HALOPERIDOL DENVER FARMA DECANOATO,150 mg a.x 3 ml,haloperidol,Denver Farma,AMBULATORIO UNIFICADO,50%,40%,
HALOPERIDOL DENVER FARMA DECANOATO,150 mg a.x 3 ml,haloperidol,Denver Farma,CRONICOS,70%,70%,
HALOPERIDOL MEDIPHARMA,10 mg comp.x 30,haloperidol,Medipharma,AMBULATORIO UNIFICADO,50%,40%,
HALOPERIDOL MEDIPHARMA,10 mg comp.x 50,haloperidol,Medipharma,AMBULATORIO UNIFICADO,50%,40%,
HALOPERIDOL MEDIPHARMA,5 mg comp.x 30,haloperidol,Medipharma,AMBULATORIO UNIFICADO,50%,40%,
HALOPERIDOL MEDIPHARMA,5 mg comp.x 50,haloperidol,Medipharma,AMBULATORIO UNIFICADO,50%,40%,
HALOPERIDOL MEDIPHARMA,10 mg comp.x 30,haloperidol,Medipharma,CRONICOS,70%,70%,
HALOPERIDOL MEDIPHARMA,10 mg comp.x 50,haloperidol,Medipharma,CRONICOS,70%,70%,
HALOPERIDOL MEDIPHARMA,5 mg comp.x 30,haloperidol,Medipharma,CRONICOS,70%,70%,
HALOPERIDOL MEDIPHARMA,5 mg comp.x 50,haloperidol,Medipharma,CRONICOS,70%,70%,
HALOPERIDOL MEDIPHARMA,10 mg comp.x 30,haloperidol,Medipharma,AMBULATORIO UNIFICADO,50%,40%,
HALOPERIDOL MEDIPHARMA,10 mg comp.x 50,haloperidol,Medipharma,AMBULATORIO UNIFICADO,50%,40%,
HALOPERIDOL MEDIPHARMA,5 mg comp.x 30,haloperidol,Medipharma,AMBULATORIO UNIFICADO,50%,40%,
HALOPERIDOL MEDIPHARMA,5 mg comp.x 50,haloperidol,Medipharma,AMBULATORIO UNIFICADO,50%,40%,
HALOPERIDOL MEDIPHARMA,10 mg comp.x 30,haloperidol,Medipharma,CRONICOS,70%,70%,
HALOPERIDOL MEDIPHARMA,10 mg comp.x 50,haloperidol,Medipharma,CRONICOS,70%,70%,
HALOPERIDOL MEDIPHARMA,5 mg comp.x 30,haloperidol,Medipharma,CRONICOS,70%,70%,
HALOPERIDOL MEDIPHARMA,5 mg comp.x 50,haloperidol,Medipharma,CRONICOS,70%,70%,
HALOPERIDOL VANNIER,gts.x 20 ml,haloperidol,Vannier,AMBULATORIO UNIFICADO,50%,40%,
HALOPERIDOL VANNIER,gts.x 20 ml,haloperidol,Vannier,CRONICOS,70%,70%,
HALOPERIDOL VANNIER,gts.x 20 ml,haloperidol,Vannier,AMBULATORIO UNIFICADO,50%,40%,
HALOPERIDOL VANNIER,gts.x 20 ml,haloperidol,Vannier,CRONICOS,70%,70%,
HALOPIDOL,1 mg comp.x 100,haloperidol,Janssen-Cilag,AMBULATORIO UNIFICADO,50%,40%,
